StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q9,Q11,Q14,Q13,Q13_3_TEXT,Q16,Q17,Q19,Q19_11_TEXT,Q15,Q16,Q81,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q57_1,Q57_2,Q77,Q18,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q28_11,Q28_12,Q28_13,Q28_14,Q28_15,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q46,Q78,Q78_4_TEXT,Q47,Q48,Q49,Q49_6_TEXT,Q50,Q50_8_TEXT,Q51,Q52,Q52_6_TEXT
43962.41677,43962.43286,IP Address,100,1389,TRUE,43962.43287,R_2wbpZvi2pPKvhHM,anonymous,EN,Agree,3042,18-20,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,I don't see much of the nature things.,Taking a nature walk within the City of Melbourne,,About the same,,,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,,,,I would feel great if certain space is maintain in the city as stress of work could also go just by seeing the nature.,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Often,Often,Often,Very often,Occasionally,Often,Often,Often,Often,Often,Often,Often,Occasionally,Often,Occasionally,Not applicable,Not applicable,Not applicable,Not applicable,Often,Less than a year,Prefer not to say,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$18,200 or less",Student,
43962.58819,43962.59888,IP Address,100,922,TRUE,43962.5989,R_2wBHhBnMoZPRsWp,anonymous,EN,Agree,3034,51-60,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Male,,Neither too much nor too little,I think there are many parks when travelling to work.,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo",,About the same,,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,torquay and the great ocean road,walks,,"Good idea, let nature come to the people",Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Somewhat agree,Never,Rarely,Rarely,Occasionally,Often,Rarely,Occasionally,Never,Never,Occasionally,Rarely,Occasionally,Occasionally,Never,Never,Often,Not applicable,Not applicable,Not applicable,Not applicable,>20 years,Other (Please specify),Poland,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Polish,TAFE certificate or diploma,,"$80,001 – $180,000",Full-time,
43962.64872,43962.68003,IP Address,100,2706,TRUE,43962.68006,R_2YV35a2JAPYRAbI,anonymous,EN,Agree,3108,31-40,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,Feels balanced,,,About the same,,,Agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Lawford reserve doncaster,Playground ,,It will be good but will require community to be responsible to not destroy it,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Never,Never,Rarely,Occasionally,Often,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Not applicable,Not applicable,Not applicable,Not applicable,16-20 years,Other (Please specify),Malaysia ,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Indonesian ,Postgraduate qualification- Masters,,"$80,001 – $180,000","Unemployed,Other (Please specify)",Home duties 
43962.70942,43962.7264,IP Address,100,1466,TRUE,43962.72642,R_2ZVp1LQch7mHlIW,anonymous,EN,Agree,3070,41-50,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Male,,Slightly too little,Although there are some great parks the cbd could do with some more small green spaces,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,,,,I would approve to counteract the constant development ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Never,Never,Occasionally,Very often,Very often,Often,Often,Never,Never,Never,Occasionally,Occasionally,Occasionally,Never,Rarely,Not applicable,Not applicable,Often,Not applicable,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$80,001 – $180,000",Full-time,
43962.73075,43962.73693,IP Address,100,534,TRUE,43962.73696,R_2QYaSlcFalX76z3,anonymous,EN,Agree,3802,21-30,I live outside the City of Melbourne but generally commute to the City of Melbourne for work,Female,,Neither too much nor too little,Metropolitan area but enough parks and reserves too,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne",,About the same,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Jells park and lysterfield lake,Walking ,None,Good,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Rarely,Rarely,Occasionally,Often,Occasionally,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Occasionally,Not applicable,Not applicable,Very often,Not applicable,Sometimes,16-20 years,Other (Please specify),Philippines ,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Filipino,Undergraduate Degree,,"$80,001 – $180,000",Full-time,
43962.74543,43962.75491,IP Address,100,819,TRUE,43962.75493,R_pboGykRJLtKKFjz,anonymous,EN,Agree,3016,18-20,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,There are many great parks where nature is concentrated and I believe that’s quite a large amount of greenery for the inner city ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,Unsure,,,Agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Disagree,,,,I would love to see more greenery and parks throughout the city,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Agree,Agree,Never,Never,Occasionally,Often,Often,Occasionally,Rarely,Occasionally,Never,Never,Often,Never,Occasionally,Never,Never,Not applicable,Not applicable,Very often,Not applicable,Not applicable,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,Prefer not to say,Student,
43962.74095,43962.76015,IP Address,100,1659,TRUE,43962.76016,R_1j7Kms6dAvWSsOn,anonymous,EN,Agree,3083,21-30,I do not live or work in the City of Melbourne but normally I visit often (e.g. on average twice or more times a month),Female,,Neither too much nor too little,"I believe that the space around the central CBD is dedicated to a lot of shopping centres, stores, workplaces and cafe's/restaurants which is essential for the economy. Along the outside of this are beautiful parks, near the Yarra River for example and the Botanical Gardens, and account for lack of lesser parks within the centre.","Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne",,About the same,,,Strongly agree,Neither agree nor disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,"Dandenong Ranges, Anywhere near the beach (e.g. Sorrento, Cape Schanck)","Nature walks, swimming, nature photography",,"I would be very pleased as love to go out and about and adventure in nature! I love taking photographs and sharing with the world my days in the outdoors. I love being around animals and uninterrupted, 4G free areas. It makes me feel so calm and refreshed.",Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Strongly disagree,Agree,Agree,Never,Never,Rarely,Occasionally,Very often,Occasionally,Occasionally,Never,Never,Never,Occasionally,Never,Never,Never,Rarely,Never,Not applicable,Very often,Not applicable,Very often,16-20 years,Other (Please specify),Macedonia,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Macedonian,Undergraduate Degree,,"$18,200 or less",Unemployed,
43962.7656,43962.76647,IP Address,100,74,TRUE,43962.76648,R_2B2UdLGgVBGf5Yp,anonymous,EN,Agree,3138,21-30,I rarely visit the City of Melbourne (e.g. once or twice per year),Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43962.77709,43962.77825,IP Address,100,100,TRUE,43962.77828,R_3k6qb2eJbanOaey,anonymous,EN,Agree,3088,21-30,I rarely visit the City of Melbourne (e.g. once or twice per year),Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43958.82546,43962.77977,IP Address,100,341652,TRUE,43962.77977,R_3oTOSbJIuE06jRf,anonymous,EN,Agree,3978,18-20,I live in the City of Melbourne,Male,,Far too much,Good,"Feed urban wildlife within the City of Melbourne (e.g. birds, possums)",,About the same,,,Agree,Agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,,,,Good ,Disagree,Agree,Agree,Agree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Occasionally,Often,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Often,Often,Often,Rarely,Occasionally,Rarely,Occasionally,Often,Never,Rarely,Sometimes,Very often,Very often,Less than a year,Australia,,Coal mining,No,,,TAFE certificate or diploma,,No Income,"Unemployed,Student",
43962.77657,43962.78591,IP Address,100,806,TRUE,43962.78591,R_1EXKPLPoIe37hq8,anonymous,EN,Agree,3047,21-30,I live in the City of Melbourne,Female,,Far too much,Very green and nice ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Taking a nature walk within the City of Melbourne",,More,More greenery and trees,,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly disagree,Somewhat agree,,,,Really good ,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Agree,Very often,Rarely,Very often,Rarely,Rarely,Occasionally,Occasionally,Never,Occasionally,Very often,Rarely,Rarely,Rarely,Occasionally,Rarely,Never,Very often,Very often,Rarely,Very often,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Undergraduate Degree,,"$18,200 or less","Student,Part-time",
43962.77944,43962.78749,IP Address,100,694,TRUE,43962.78751,R_1MKTNHZ64OQQkUs,anonymous,EN,Agree,3084,18-20,I live in the City of Melbourne,Female,,Slightly too little,"I feel like Melbourne city doesn't really incorporate nature into the streets that much and while they do have some beautiful parks they should work to put more flowers, plants trees etc within the streets for aesthetic value.","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,Unsure,,,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Disagree,Disagree,,,,I think it would be beautiful and encourage more community as well as improve the aesthetics of the city being out in nature is good for wellbeing,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Agree,Rarely,Rarely,Often,Often,Often,Very often,Very often,Occasionally,Rarely,Never,Often,Never,Occasionally,Rarely,Often,Sometimes,Not applicable,Sometimes,Very often,Very often,16-20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$80,001 – $180,000","Student,Part-time",
43962.79134,43962.79606,IP Address,100,408,TRUE,43962.79608,R_2QQa2Ebd1SeLHKI,anonymous,EN,Agree,3003,21-30,I live in the City of Melbourne,Male,,Moderately too much,A bit too much green,"Visiting the Royal Botanic Gardens,Junior Ranger Program",,About the same,,,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,,,"Too much work, too heavy",Easier to breathe,Somewhat agree,Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Somewhat agree,Rarely,Rarely,Occasionally,Occasionally,Often,Often,Very often,Often,Occasionally,Never,Occasionally,Never,Occasionally,Rarely,Occasionally,Often,Often,Sometimes,Never,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Postgraduate qualification- Masters,,"$80,001 – $180,000",Full-time,
43962.78769,43962.79677,IP Address,100,785,TRUE,43962.79677,R_24klxemEmReKRWs,anonymous,EN,Agree,3052,18-20,I live in the City of Melbourne,Female,,Neither too much nor too little,"I think there is a great balance of parks and trees on the streets, as well as urban buildings and design.","Visiting the Royal Botanic Gardens,Taking a nature walk within the City of Melbourne",,About the same,,,Agree,Somewhat disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,,,,"I think it would be nice, however I believe the balance is already great in the city. I'd personally prefer to hear more about the nature events that are going on - I didn't know about many of the things that were listed previously that you could do in Melbourne
",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Never,Never,Occasionally,Occasionally,Occasionally,Often,Occasionally,Occasionally,Never,Never,Rarely,Never,Occasionally,Never,Occasionally,Sometimes,Not applicable,Often,Not applicable,Not applicable,1-2 years,Other (Please specify),England,Your connection to nature in the City of Melbourne,Yes,Other (Please specify),Japanese,Year 12,,"$80,001 – $180,000",Student,
43962.79544,43962.8,IP Address,100,394,TRUE,43962.8,R_2q4MRozWjGtD2mG,anonymous,EN,Agree,3153,31-40,I live in the City of Melbourne,Male,,Slightly too little,Too crowded ,"Visiting the Royal Botanic Gardens,Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium,Taking a nature walk within the City of Melbourne,Bird watching, or other nature watching within the City of Melbourne,Citizen science programs,Feed urban wildlife within the City of Melbourne (e.g. birds, possums)",,Less,,Too many buildings ,Agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Agree,Agree,,,Busy,That would be great,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Often,Occasionally,Very often,Rarely,Very often,Often,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Very often,Occasionally,Occasionally,Very often,Never,Often,Very often,Often,Often,5-6 years,Australia,,Your connection to nature in the City of Melbourne,Yes,Mandarin,,Postgraduate qualification- Masters,,"$80,001 – $180,000",Full-time,
43962.80293,43962.81091,IP Address,100,690,TRUE,43962.81094,R_3gRfjiSVNKnRWw5,anonymous,EN,Agree,3076,18-20,I live in the City of Melbourne,Female,,Neither too much nor too little,Its a good balance of buildings and nature,"Visiting the Melbourne Zoo,Visiting the Melbourne Aquarium",,About the same,,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Rmit track,Exercise,Not as interesting,More sustainable,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Never,Never,Never,Occasionally,Often,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not applicable,Not applicable,Very often,Sometimes,Not applicable,>20 years,Australia,,Your connection to nature in the City of Melbourne,No,,,Year 12,,"$80,001 – $180,000",Part-time,
